Date,PHU ID,PHU name,Agegroup,At least one dose_cumulative,Second_dose_cumulative,fully_vaccinated_cumulative,Total population,Percent_at_least_one_dose,Percent_fully_vaccinated
2021-11-26,2255,PETERBOROUGH COUNTY-CITY,Undisclosed_or_missing,,,,0,,
2021-11-26,2256,PORCUPINE,Undisclosed_or_missing,,,,0,,
2021-11-26,2257,RENFREW COUNTY AND DISTRICT,Undisclosed_or_missing,,,,0,,
2021-11-26,2260,SIMCOE MUSKOKA DISTRICT,Undisclosed_or_missing,,,,0,,
2021-11-26,4913,SOUTHWESTERN,Undisclosed_or_missing,,,,0,,
2021-11-26,2261,SUDBURY AND DISTRICT,Undisclosed_or_missing,,,,0,,
2021-11-26,2262,THUNDER BAY DISTRICT,Undisclosed_or_missing,,,,0,,
2021-11-26,2263,TIMISKAMING,Undisclosed_or_missing,,,,0,,
2021-11-26,3895,TORONTO,Undisclosed_or_missing,,,,0,,
2021-11-26,9999,UNKNOWN,Undisclosed_or_missing,,,,0,,
2021-11-26,2265,WATERLOO REGION,Undisclosed_or_missing,,,,0,,
2021-11-26,2266,WELLINGTON-DUFFERIN-GUELPH,Undisclosed_or_missing,,,,0,,
2021-11-26,2268,WINDSOR-ESSEX COUNTY,Undisclosed_or_missing,,,,0,,
2021-11-26,2270,YORK REGION,Undisclosed_or_missing,,,,0,,
2021-11-27,2226,ALGOMA DISTRICT,12-17yrs,5354,5072,,6504,0.8232,0.7798
2021-11-27,2227,BRANT COUNTY,12-17yrs,8393,7965,,10734,0.7819,0.742
2021-11-27,2240,CHATHAM-KENT,12-17yrs,5078,4702,,7233,0.7021,0.6501
2021-11-27,2237,CITY OF HAMILTON,12-17yrs,30719,28957,,37018,0.8298,0.7822
2021-11-27,2251,CITY OF OTTAWA,12-17yrs,64064,61160,,66222,0.9674,0.9236
2021-11-27,2230,DURHAM REGION,12-17yrs,44790,43253,,51038,0.8776,0.8475
2021-11-27,2258,EASTERN ONTARIO,12-17yrs,11362,10823,,13423,0.8465,0.8063
2021-11-27,2233,GREY BRUCE,12-17yrs,7467,7117,,10179,0.7336,0.6992
2021-11-27,2234,HALDIMAND-NORFOLK,12-17yrs,4934,4678,,7138,0.6913,0.6554
2021-11-27,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",12-17yrs,7965,7520,,10093,0.7892,0.7451
2021-11-27,2236,HALTON REGION,12-17yrs,46579,45191,,49248,0.9458,0.9176
2021-11-27,2238,HASTINGS & PRINCE EDWARD COUNTIES,12-17yrs,8131,7651,,9953,0.8169,0.7687
2021-11-27,5183,HURON PERTH,12-17yrs,7320,7067,,9790,0.7477,0.7219
2021-11-27,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",12-17yrs,10895,10485,,11803,0.9231,0.8883
2021-11-27,2242,LAMBTON COUNTY,12-17yrs,6327,5973,,8280,0.7641,0.7214
2021-11-27,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",12-17yrs,9193,8796,,10477,0.8774,0.8396
2021-11-27,2244,MIDDLESEX-LONDON,12-17yrs,30020,28849,,31735,0.946,0.9091
2021-11-27,2246,NIAGARA REGION,12-17yrs,23387,22209,,28353,0.8249,0.7833
2021-11-27,2247,NORTH BAY PARRY SOUND DISTRICT,12-17yrs,5829,5479,,7244,0.8047,0.7564
2021-11-27,2249,NORTHWESTERN,12-17yrs,5691,5096,,6670,0.8532,0.764
2021-11-27,2253,PEEL REGION,12-17yrs,94432,89231,,118974,0.7937,0.75
2021-11-27,2255,PETERBOROUGH COUNTY-CITY,12-17yrs,6817,6480,,8041,0.8478,0.8059
2021-11-27,2256,PORCUPINE,12-17yrs,4875,4476,,5754,0.8473,0.7779
2021-11-27,2257,RENFREW COUNTY AND DISTRICT,12-17yrs,5052,4758,,6329,0.7982,0.7517
2021-11-27,2260,SIMCOE MUSKOKA DISTRICT,12-17yrs,31272,29689,,37614,0.8314,0.7893
2021-11-27,4913,SOUTHWESTERN,12-17yrs,11475,11022,,15337,0.7482,0.7187
2021-11-27,2261,SUDBURY AND DISTRICT,12-17yrs,10468,9952,,11889,0.8805,0.8371
2021-11-27,2262,THUNDER BAY DISTRICT,12-17yrs,7849,7361,,9043,0.868,0.814
2021-11-27,2263,TIMISKAMING,12-17yrs,1554,1485,,1897,0.8192,0.7828
2021-11-27,3895,TORONTO,12-17yrs,138077,131124,,162546,0.8495,0.8067
2021-11-27,9999,UNKNOWN,12-17yrs,818,399,,0,,
2021-11-27,2265,WATERLOO REGION,12-17yrs,35072,33648,,40049,0.8757,0.8402
2021-11-27,2266,WELLINGTON-DUFFERIN-GUELPH,12-17yrs,18176,17501,,21168,0.8587,0.8268
2021-11-27,2268,WINDSOR-ESSEX COUNTY,12-17yrs,23793,22248,,29770,0.7992,0.7473
2021-11-27,2270,YORK REGION,12-17yrs,79016,76032,,89973,0.8782,0.8451
2021-11-27,2226,ALGOMA DISTRICT,18-29yrs,12553,11673,,15509,0.8094,0.7527
2021-11-27,2227,BRANT COUNTY,18-29yrs,18986,17803,,24059,0.7892,0.74
2021-11-27,2240,CHATHAM-KENT,18-29yrs,10883,10161,,14984,0.7263,0.6781
2021-11-27,2237,CITY OF HAMILTON,18-29yrs,79356,74914,,100237,0.7917,0.7474
2021-11-27,2251,CITY OF OTTAWA,18-29yrs,156470,148730,,186587,0.8386,0.7971
2021-11-27,2230,DURHAM REGION,18-29yrs,95454,91561,,114063,0.8369,0.8027
2021-11-27,2258,EASTERN ONTARIO,18-29yrs,22201,20835,,27830,0.7977,0.7487
2021-11-27,2233,GREY BRUCE,18-29yrs,15667,14834,,22126,0.7081,0.6704
2021-11-27,2234,HALDIMAND-NORFOLK,18-29yrs,11329,10617,,15900,0.7125,0.6678
2021-11-27,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",18-29yrs,17689,16575,,22520,0.7855,0.736
2021-11-27,2236,HALTON REGION,18-29yrs,76248,73723,,95648,0.7972,0.7708
2021-11-27,2238,HASTINGS & PRINCE EDWARD COUNTIES,18-29yrs,17136,15922,,22375,0.7659,0.7116
2021-11-27,5183,HURON PERTH,18-29yrs,15420,14645,,20393,0.7561,0.7181
2021-11-27,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",18-29yrs,29768,27969,,34068,0.8738,0.821
2021-11-27,2242,LAMBTON COUNTY,18-29yrs,14090,13274,,18558,0.7592,0.7153
2021-11-27,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",18-29yrs,18381,17397,,21695,0.8472,0.8019
2021-11-27,2244,MIDDLESEX-LONDON,18-29yrs,81718,77192,,88180,0.9267,0.8754
2021-11-27,2246,NIAGARA REGION,18-29yrs,58538,55243,,70592,0.8292,0.7826
2021-11-27,2247,NORTH BAY PARRY SOUND DISTRICT,18-29yrs,13103,12190,,17552,0.7465,0.6945
2021-11-27,2249,NORTHWESTERN,18-29yrs,12014,10908,,13990,0.8587,0.7797
2021-11-27,2253,PEEL REGION,18-29yrs,281687,266860,,278974,1.01,0.9566
2021-11-27,2255,PETERBOROUGH COUNTY-CITY,18-29yrs,17681,16734,,21688,0.8152,0.7716
2021-11-27,2256,PORCUPINE,18-29yrs,10612,9625,,12232,0.8675,0.7868
2021-11-27,2257,RENFREW COUNTY AND DISTRICT,18-29yrs,10644,9942,,14861,0.7162,0.669
2021-11-27,2260,SIMCOE MUSKOKA DISTRICT,18-29yrs,70719,66569,,87904,0.8045,0.7573
2021-11-27,4913,SOUTHWESTERN,18-29yrs,22607,21417,,30393,0.7438,0.7047
2021-11-27,2261,SUDBURY AND DISTRICT,18-29yrs,25569,23928,,29436,0.8686,0.8129
2021-11-27,2262,THUNDER BAY DISTRICT,18-29yrs,21236,19865,,22251,0.9544,0.8928
2021-11-27,2263,TIMISKAMING,18-29yrs,3405,3155,,4360,0.781,0.7237
2021-11-27,3895,TORONTO,18-29yrs,475398,450990,,585930,0.8114,0.7697
2021-11-27,9999,UNKNOWN,18-29yrs,10103,6884,,0,,
2021-11-27,2265,WATERLOO REGION,18-29yrs,99390,95131,,99244,1.001,0.9586
2021-11-27,2266,WELLINGTON-DUFFERIN-GUELPH,18-29yrs,41402,39719,,50230,0.8242,0.7907
2021-11-27,2268,WINDSOR-ESSEX COUNTY,18-29yrs,59443,55869,,72405,0.821,0.7716
2021-11-27,2270,YORK REGION,18-29yrs,157156,151623,,198762,0.7907,0.7628
2021-11-27,2226,ALGOMA DISTRICT,30-39yrs,10978,10306,,12062,0.9101,0.8544
2021-11-27,2227,BRANT COUNTY,30-39yrs,16877,16146,,19698,0.8568,0.8197
2021-11-27,2240,CHATHAM-KENT,30-39yrs,9647,9083,,11594,0.8321,0.7834
2021-11-27,2237,CITY OF HAMILTON,30-39yrs,69578,66581,,84056,0.8278,0.7921
2021-11-27,2251,CITY OF OTTAWA,30-39yrs,132414,127372,,158259,0.8367,0.8048
2021-11-27,2230,DURHAM REGION,30-39yrs,88544,85259,,93632,0.9457,0.9106
2021-11-27,2258,EASTERN ONTARIO,30-39yrs,21734,20527,,21920,0.9915,0.9365
2021-11-27,2233,GREY BRUCE,30-39yrs,15577,14860,,17931,0.8687,0.8287
2021-11-27,2234,HALDIMAND-NORFOLK,30-39yrs,11053,10541,,11852,0.9326,0.8894
2021-11-27,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",30-39yrs,16299,15414,,17429,0.9352,0.8844
2021-11-27,2236,HALTON REGION,30-39yrs,68497,66555,,80648,0.8493,0.8253
2021-11-27,2238,HASTINGS & PRINCE EDWARD COUNTIES,30-39yrs,14892,14051,,17863,0.8337,0.7866
2021-11-27,5183,HURON PERTH,30-39yrs,13436,12910,,14728,0.9123,0.8766
2021-11-27,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",30-39yrs,23487,22361,,29909,0.7853,0.7476
2021-11-27,2242,LAMBTON COUNTY,30-39yrs,12519,11927,,14493,0.8638,0.8229
2021-11-27,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",30-39yrs,17923,17128,,16449,1.09,1.041
2021-11-27,2244,MIDDLESEX-LONDON,30-39yrs,63160,60596,,73436,0.8601,0.8252
2021-11-27,2246,NIAGARA REGION,30-39yrs,48166,45748,,54175,0.8891,0.8444
2021-11-27,2247,NORTH BAY PARRY SOUND DISTRICT,30-39yrs,11954,11223,,14543,0.822,0.7717
2021-11-27,2249,NORTHWESTERN,30-39yrs,9827,9105,,9958,0.9869,0.9144
2021-11-27,2253,PEEL REGION,30-39yrs,196940,188480,,235513,0.8362,0.8003
2021-11-27,2255,PETERBOROUGH COUNTY-CITY,30-39yrs,15083,14353,,18338,0.8225,0.7827
2021-11-27,2256,PORCUPINE,30-39yrs,8786,8058,,9754,0.9007,0.8261
2021-11-27,2257,RENFREW COUNTY AND DISTRICT,30-39yrs,9731,9215,,13489,0.7214,0.6831
2021-11-27,2260,SIMCOE MUSKOKA DISTRICT,30-39yrs,64762,61703,,74380,0.8707,0.8296
2021-11-27,4913,SOUTHWESTERN,30-39yrs,22115,21166,,24409,0.906,0.8671
2021-11-27,2261,SUDBURY AND DISTRICT,30-39yrs,20800,19513,,24368,0.8536,0.8008
2021-11-27,2262,THUNDER BAY DISTRICT,30-39yrs,17145,16262,,18511,0.9262,0.8785
2021-11-27,2263,TIMISKAMING,30-39yrs,2998,2854,,3297,0.9094,0.8658
2021-11-27,3895,TORONTO,30-39yrs,443598,427135,,528595,0.8392,0.8081
2021-11-27,9999,UNKNOWN,30-39yrs,3671,2119,,0,,
2021-11-27,2265,WATERLOO REGION,30-39yrs,77454,74587,,84990,0.9113,0.8776
2021-11-27,2266,WELLINGTON-DUFFERIN-GUELPH,30-39yrs,36809,35515,,42188,0.8725,0.8418
2021-11-27,2268,WINDSOR-ESSEX COUNTY,30-39yrs,44273,41689,,48477,0.9133,0.86
2021-11-27,2270,YORK REGION,30-39yrs,129754,125614,,155115,0.8365,0.8098
2021-11-27,2226,ALGOMA DISTRICT,40-49yrs,10687,10243,,11665,0.9162,0.8781
2021-11-27,2227,BRANT COUNTY,40-49yrs,16699,16157,,18896,0.8837,0.8551
2021-11-27,2240,CHATHAM-KENT,40-49yrs,9923,9477,,11350,0.8743,0.835
2021-11-27,2237,CITY OF HAMILTON,40-49yrs,61267,59171,,71673,0.8548,0.8256
2021-11-27,2251,CITY OF OTTAWA,40-49yrs,126093,122552,,134815,0.9353,0.909
2021-11-27,2230,DURHAM REGION,40-49yrs,86228,84008,,93719,0.9201,0.8964
2021-11-27,2258,EASTERN ONTARIO,40-49yrs,21513,20802,,23559,0.9132,0.883
2021-11-27,2233,GREY BRUCE,40-49yrs,14849,14418,,16555,0.8969,0.8709
2021-11-27,2234,HALDIMAND-NORFOLK,40-49yrs,10888,10493,,11715,0.9294,0.8957
2021-11-27,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",40-49yrs,15976,15415,,17924,0.8913,0.86
2021-11-27,2236,HALTON REGION,40-49yrs,83771,82115,,88209,0.9497,0.9309
2021-11-27,2238,HASTINGS & PRINCE EDWARD COUNTIES,40-49yrs,15269,14640,,17924,0.8519,0.8168
2021-11-27,5183,HURON PERTH,40-49yrs,13083,12737,,14709,0.8895,0.8659
2021-11-27,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",40-49yrs,21274,20543,,24416,0.8713,0.8414
2021-11-27,2242,LAMBTON COUNTY,40-49yrs,11901,11525,,13713,0.8679,0.8404
2021-11-27,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",40-49yrs,17987,17488,,18360,0.9797,0.9525
2021-11-27,2244,MIDDLESEX-LONDON,40-49yrs,55731,54059,,59863,0.931,0.903
2021-11-27,2246,NIAGARA REGION,40-49yrs,47754,46089,,52093,0.9167,0.8847
2021-11-27,2247,NORTH BAY PARRY SOUND DISTRICT,40-49yrs,11895,11457,,13844,0.8592,0.8276
2021-11-27,2249,NORTHWESTERN,40-49yrs,8961,8494,,9699,0.9239,0.8758
2021-11-27,2253,PEEL REGION,40-49yrs,179523,173980,,220945,0.8125,0.7874
2021-11-27,2255,PETERBOROUGH COUNTY-CITY,40-49yrs,13341,12894,,14923,0.894,0.864
2021-11-27,2256,PORCUPINE,40-49yrs,8562,8097,,9835,0.8705,0.8233
2021-11-27,2257,RENFREW COUNTY AND DISTRICT,40-49yrs,9357,9002,,11851,0.7895,0.7596
2021-11-27,2260,SIMCOE MUSKOKA DISTRICT,40-49yrs,62341,60257,,72346,0.8617,0.8329
2021-11-27,4913,SOUTHWESTERN,40-49yrs,21949,21323,,25213,0.8705,0.8457
2021-11-27,2261,SUDBURY AND DISTRICT,40-49yrs,21339,20483,,23893,0.8931,0.8573
2021-11-27,2262,THUNDER BAY DISTRICT,40-49yrs,15550,14995,,17224,0.9028,0.8706
2021-11-27,2263,TIMISKAMING,40-49yrs,3077,2969,,3499,0.8795,0.8486
2021-11-27,3895,TORONTO,40-49yrs,345464,335214,,423307,0.8161,0.7919
2021-11-27,9999,UNKNOWN,40-49yrs,1859,1028,,0,,
2021-11-27,2265,WATERLOO REGION,40-49yrs,67952,66049,,76587,0.8873,0.8624
2021-11-27,2266,WELLINGTON-DUFFERIN-GUELPH,40-49yrs,34530,33775,,38968,0.8861,0.8667
2021-11-27,2268,WINDSOR-ESSEX COUNTY,40-49yrs,45445,43560,,50811,0.8944,0.8573
2021-11-27,2270,YORK REGION,40-49yrs,148874,145287,,162480,0.9163,0.8942
2021-11-27,2226,ALGOMA DISTRICT,50-59yrs,14081,13704,,16446,0.8562,0.8333
2021-11-27,2227,BRANT COUNTY,50-59yrs,18248,17810,,21321,0.8559,0.8353
2021-11-27,2240,CHATHAM-KENT,50-59yrs,12820,12469,,15450,0.8298,0.8071
2021-11-27,2237,CITY OF HAMILTON,50-59yrs,69848,68028,,80704,0.8655,0.8429
2021-11-27,2251,CITY OF OTTAWA,50-59yrs,132806,129911,,139786,0.9501,0.9294
2021-11-27,2230,DURHAM REGION,50-59yrs,92967,91256,,104381,0.8907,0.8743
2021-11-27,2258,EASTERN ONTARIO,50-59yrs,28228,27550,,32885,0.8584,0.8378
2021-11-27,2233,GREY BRUCE,50-59yrs,19594,19152,,24279,0.807,0.7888
2021-11-27,2234,HALDIMAND-NORFOLK,50-59yrs,14361,14021,,17361,0.8272,0.8076
2021-11-27,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",50-59yrs,23789,23214,,30845,0.7712,0.7526
2021-11-27,2236,HALTON REGION,50-59yrs,80959,79529,,85689,0.9448,0.9281
2021-11-27,2238,HASTINGS & PRINCE EDWARD COUNTIES,50-59yrs,21079,20511,,26066,0.8087,0.7869
2021-11-27,5183,HURON PERTH,50-59yrs,16516,16188,,19413,0.8508,0.8339
2021-11-27,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",50-59yrs,26024,25324,,29814,0.8729,0.8494
2021-11-27,2242,LAMBTON COUNTY,50-59yrs,14518,14166,,18136,0.8005,0.7811
2021-11-27,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",50-59yrs,25255,24784,,28235,0.8945,0.8778
2021-11-27,2244,MIDDLESEX-LONDON,50-59yrs,59133,57884,,66854,0.8845,0.8658
2021-11-27,2246,NIAGARA REGION,50-59yrs,59389,57857,,70296,0.8448,0.823
2021-11-27,2247,NORTH BAY PARRY SOUND DISTRICT,50-59yrs,16556,16107,,20038,0.8262,0.8038
2021-11-27,2249,NORTHWESTERN,50-59yrs,10151,9830,,11842,0.8572,0.8301
2021-11-27,2253,PEEL REGION,50-59yrs,192565,188010,,217659,0.8847,0.8638
2021-11-27,2255,PETERBOROUGH COUNTY-CITY,50-59yrs,16410,16038,,20821,0.7881,0.7703
2021-11-27,2256,PORCUPINE,50-59yrs,10664,10310,,11988,0.8895,0.86
2021-11-27,2257,RENFREW COUNTY AND DISTRICT,50-59yrs,12860,12533,,15489,0.8303,0.8092
2021-11-27,2260,SIMCOE MUSKOKA DISTRICT,50-59yrs,75719,73951,,92219,0.8211,0.8019
2021-11-27,4913,SOUTHWESTERN,50-59yrs,25419,24891,,29933,0.8492,0.8316
2021-11-27,2261,SUDBURY AND DISTRICT,50-59yrs,26135,25447,,28981,0.9018,0.8781
2021-11-27,2262,THUNDER BAY DISTRICT,50-59yrs,19165,18660,,20955,0.9146,0.8905
2021-11-27,2263,TIMISKAMING,50-59yrs,3997,3892,,4828,0.8278,0.8061
2021-11-27,3895,TORONTO,50-59yrs,358241,349178,,394894,0.9072,0.8842
2021-11-27,9999,UNKNOWN,50-59yrs,1497,883,,0,,
2021-11-27,2265,WATERLOO REGION,50-59yrs,69165,67692,,78016,0.8865,0.8677
2021-11-27,2266,WELLINGTON-DUFFERIN-GUELPH,50-59yrs,39229,38494,,44023,0.8911,0.8744
2021-11-27,2268,WINDSOR-ESSEX COUNTY,50-59yrs,52901,51291,,60800,0.8701,0.8436
2021-11-27,2270,YORK REGION,50-59yrs,162731,159559,,180487,0.9016,0.884
2021-11-27,2226,ALGOMA DISTRICT,60-69yrs,18052,17774,,18604,0.9704,0.9554
2021-11-27,2227,BRANT COUNTY,60-69yrs,18455,18175,,19812,0.9315,0.9174
2021-11-27,2240,CHATHAM-KENT,60-69yrs,15261,15041,,15770,0.9677,0.9538
2021-11-27,2237,CITY OF HAMILTON,60-69yrs,65819,64677,,72258,0.9109,0.8951
2021-11-27,2251,CITY OF OTTAWA,60-69yrs,113579,111681,,118913,0.9551,0.9392
2021-11-27,2230,DURHAM REGION,60-69yrs,78449,77300,,83972,0.9342,0.9205
2021-11-27,2258,EASTERN ONTARIO,60-69yrs,31084,30533,,31360,0.9912,0.9736
2021-11-27,2233,GREY BRUCE,60-69yrs,26329,26007,,27440,0.9595,0.9478
2021-11-27,2234,HALDIMAND-NORFOLK,60-69yrs,17264,17041,,18117,0.9529,0.9406
2021-11-27,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",60-69yrs,31897,31384,,32828,0.9716,0.956
2021-11-27,2236,HALTON REGION,60-69yrs,60190,59341,,64619,0.9315,0.9183
2021-11-27,2238,HASTINGS & PRINCE EDWARD COUNTIES,60-69yrs,26155,25799,,26203,0.9982,0.9846
2021-11-27,5183,HURON PERTH,60-69yrs,20438,20219,,19835,1.03,1.019
2021-11-27,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",60-69yrs,28283,27842,,28261,1.001,0.9852
2021-11-27,2242,LAMBTON COUNTY,60-69yrs,18313,18047,,20502,0.8932,0.8803
2021-11-27,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",60-69yrs,30453,30095,,28428,1.071,1.059
2021-11-27,2244,MIDDLESEX-LONDON,60-69yrs,57404,56541,,60813,0.9439,0.9298
2021-11-27,2246,NIAGARA REGION,60-69yrs,63628,62561,,66878,0.9514,0.9354
2021-11-27,2247,NORTH BAY PARRY SOUND DISTRICT,60-69yrs,19913,19577,,20502,0.9713,0.9549
2021-11-27,2249,NORTHWESTERN,60-69yrs,10728,10520,,11530,0.9304,0.9124
2021-11-27,2253,PEEL REGION,60-69yrs,152013,149203,,167934,0.9052,0.8885
2021-11-27,2255,PETERBOROUGH COUNTY-CITY,60-69yrs,21444,21129,,22051,0.9725,0.9582
2021-11-27,2256,PORCUPINE,60-69yrs,11415,11144,,12077,0.9452,0.9227
2021-11-27,2257,RENFREW COUNTY AND DISTRICT,60-69yrs,15725,15508,,15644,1.005,0.9913
2021-11-27,2260,SIMCOE MUSKOKA DISTRICT,60-69yrs,78107,76869,,79793,0.9789,0.9634
2021-11-27,4913,SOUTHWESTERN,60-69yrs,26362,25995,,27383,0.9627,0.9493
2021-11-27,2261,SUDBURY AND DISTRICT,60-69yrs,27867,27445,,28512,0.9774,0.9626
2021-11-27,2262,THUNDER BAY DISTRICT,60-69yrs,21320,20956,,22248,0.9583,0.9419
2021-11-27,2263,TIMISKAMING,60-69yrs,5006,4923,,5410,0.9253,0.91
2021-11-27,3895,TORONTO,60-69yrs,304885,298216,,327676,0.9304,0.9101
2021-11-27,9999,UNKNOWN,60-69yrs,1257,731,,0,,
2021-11-27,2265,WATERLOO REGION,60-69yrs,59243,58302,,64550,0.9178,0.9032
2021-11-27,2266,WELLINGTON-DUFFERIN-GUELPH,60-69yrs,35480,34933,,37194,0.9539,0.9392
2021-11-27,2268,WINDSOR-ESSEX COUNTY,60-69yrs,50678,49685,,54082,0.9371,0.9187
2021-11-27,2270,YORK REGION,60-69yrs,130445,128356,,143847,0.9068,0.8923
2021-11-27,2226,ALGOMA DISTRICT,70-79yrs,12927,12781,,12699,1.018,1.006
2021-11-27,2227,BRANT COUNTY,70-79yrs,12656,12510,,12716,0.9953,0.9838
2021-11-27,2240,CHATHAM-KENT,70-79yrs,10721,10600,,10558,1.015,1.004
2021-11-27,2237,CITY OF HAMILTON,70-79yrs,43440,42796,,45295,0.959,0.9448
2021-11-27,2251,CITY OF OTTAWA,70-79yrs,75154,74110,,75781,0.9917,0.9779
2021-11-27,2230,DURHAM REGION,70-79yrs,48561,47967,,50080,0.9697,0.9578
2021-11-27,2258,EASTERN ONTARIO,70-79yrs,21057,20764,,20776,1.014,0.9994
2021-11-27,2233,GREY BRUCE,70-79yrs,19093,18911,,19403,0.984,0.9746
2021-11-27,2234,HALDIMAND-NORFOLK,70-79yrs,12124,11981,,11809,1.027,1.015
2021-11-27,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",70-79yrs,24045,23749,,24747,0.9716,0.9597
2021-11-27,2236,HALTON REGION,70-79yrs,42556,42010,,43839,0.9707,0.9583
2021-11-27,2238,HASTINGS & PRINCE EDWARD COUNTIES,70-79yrs,18771,18515,,18608,1.009,0.995
2021-11-27,5183,HURON PERTH,70-79yrs,15020,14884,,13697,1.097,1.087
2021-11-27,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",70-79yrs,20218,19988,,19981,1.012,1
2021-11-27,2242,LAMBTON COUNTY,70-79yrs,13158,13023,,13758,0.9564,0.9466
2021-11-27,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",70-79yrs,21995,21801,,20048,1.097,1.087
2021-11-27,2244,MIDDLESEX-LONDON,70-79yrs,39233,38732,,40094,0.9785,0.966
2021-11-27,2246,NIAGARA REGION,70-79yrs,47199,46566,,48175,0.9797,0.9666
2021-11-27,2247,NORTH BAY PARRY SOUND DISTRICT,70-79yrs,13709,13554,,14235,0.9631,0.9522
2021-11-27,2249,NORTHWESTERN,70-79yrs,6324,6224,,6718,0.9414,0.9265
2021-11-27,2253,PEEL REGION,70-79yrs,91747,90326,,102369,0.8962,0.8824
2021-11-27,2255,PETERBOROUGH COUNTY-CITY,70-79yrs,16132,15971,,15695,1.028,1.018
2021-11-27,2256,PORCUPINE,70-79yrs,6863,6750,,6754,1.016,0.9993
2021-11-27,2257,RENFREW COUNTY AND DISTRICT,70-79yrs,10927,10804,,10814,1.01,0.9991
2021-11-27,2260,SIMCOE MUSKOKA DISTRICT,70-79yrs,53126,52505,,54104,0.9819,0.9704
2021-11-27,4913,SOUTHWESTERN,70-79yrs,18832,18617,,18637,1.01,0.9989
2021-11-27,2261,SUDBURY AND DISTRICT,70-79yrs,18712,18478,,18552,1.009,0.996
2021-11-27,2262,THUNDER BAY DISTRICT,70-79yrs,13834,13677,,13660,1.013,1.001
2021-11-27,2263,TIMISKAMING,70-79yrs,3476,3428,,3541,0.9817,0.9682
2021-11-27,3895,TORONTO,70-79yrs,193345,189685,,202795,0.9534,0.9354
2021-11-27,9999,UNKNOWN,70-79yrs,478,353,,0,,
2021-11-27,2265,WATERLOO REGION,70-79yrs,38838,38326,,40380,0.9618,0.9491
2021-11-27,2266,WELLINGTON-DUFFERIN-GUELPH,70-79yrs,23309,23054,,23504,0.9917,0.9809
2021-11-27,2268,WINDSOR-ESSEX COUNTY,70-79yrs,34692,34183,,35970,0.9645,0.9503
2021-11-27,2270,YORK REGION,70-79yrs,84317,83081,,90111,0.9357,0.922
2021-11-27,2226,ALGOMA DISTRICT,80+,7697,7528,,7929,0.9707,0.9494
2021-11-27,2227,BRANT COUNTY,80+,7187,7022,,7044,1.02,0.9968
2021-11-27,2240,CHATHAM-KENT,80+,6345,6213,,6269,1.012,0.9911
2021-11-27,2237,CITY OF HAMILTON,80+,27921,27242,,28319,0.9859,0.962
2021-11-27,2251,CITY OF OTTAWA,80+,44279,43223,,42388,1.045,1.02
2021-11-27,2230,DURHAM REGION,80+,27481,26878,,26420,1.04,1.017
2021-11-27,2258,EASTERN ONTARIO,80+,11274,10994,,11219,1.005,0.9799
2021-11-27,2233,GREY BRUCE,80+,10335,10103,,11147,0.9272,0.9063
2021-11-27,2234,HALDIMAND-NORFOLK,80+,6275,6147,,6382,0.9833,0.9632
2021-11-27,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",80+,13249,12972,,14112,0.9388,0.9192
2021-11-27,2236,HALTON REGION,80+,27360,26844,,25542,1.071,1.051
2021-11-27,2238,HASTINGS & PRINCE EDWARD COUNTIES,80+,10469,10234,,10614,0.9863,0.9642
2021-11-27,5183,HURON PERTH,80+,8887,8757,,8279,1.073,1.058
2021-11-27,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",80+,11591,11354,,11314,1.024,1.004
2021-11-27,2242,LAMBTON COUNTY,80+,7420,7286,,8068,0.9197,0.9031
2021-11-27,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",80+,11386,11179,,10669,1.067,1.048
2021-11-27,2244,MIDDLESEX-LONDON,80+,23809,23239,,23219,1.025,1.001
2021-11-27,2246,NIAGARA REGION,80+,28938,28264,,29120,0.9938,0.9706
2021-11-27,2247,NORTH BAY PARRY SOUND DISTRICT,80+,7941,7769,,7885,1.007,0.9853
2021-11-27,2249,NORTHWESTERN,80+,3264,3165,,3618,0.9021,0.8748
