date,wave,HR,province,cases
2020-03-03,1,North Vancouver Island,British Columbia,0
2020-03-03,1,South Vancouver Island,British Columbia,0
2020-03-04,1,Fraser East,British Columbia,0
2020-03-04,1,Fraser North,British Columbia,0
2020-03-04,1,Fraser South,British Columbia,0
2020-03-04,1,East Kootenay,British Columbia,0
2020-03-04,1,Kootenay Boundary,British Columbia,0
2020-03-04,1,Okanagan,British Columbia,0
2020-03-04,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-04,1,Northeast,British Columbia,0
2020-03-04,1,Northern Interior,British Columbia,0
2020-03-04,1,Northwest,British Columbia,0
2020-03-04,1,North Shore/Coast Garibaldi,British Columbia,0
2020-03-04,1,Richmond,British Columbia,0
2020-03-04,1,Vancouver,British Columbia,0
2020-03-04,1,Central Vancouver Island,British Columbia,0
2020-03-04,1,North Vancouver Island,British Columbia,0
2020-03-04,1,South Vancouver Island,British Columbia,0
2020-03-05,1,Fraser East,British Columbia,0
2020-03-05,1,Fraser North,British Columbia,0
2020-03-05,1,Fraser South,British Columbia,1
2020-03-05,1,East Kootenay,British Columbia,0
2020-03-05,1,Kootenay Boundary,British Columbia,0
2020-03-05,1,Okanagan,British Columbia,0
2020-03-05,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-05,1,Northeast,British Columbia,0
2020-03-05,1,Northern Interior,British Columbia,0
2020-03-05,1,Northwest,British Columbia,0
2020-03-05,1,North Shore/Coast Garibaldi,British Columbia,2
2020-03-05,1,Richmond,British Columbia,0
2020-03-05,1,Vancouver,British Columbia,2
2020-03-05,1,Central Vancouver Island,British Columbia,0
2020-03-05,1,North Vancouver Island,British Columbia,0
2020-03-05,1,South Vancouver Island,British Columbia,0
2020-03-06,1,Fraser East,British Columbia,0
2020-03-06,1,Fraser North,British Columbia,2
2020-03-06,1,Fraser South,British Columbia,2
2020-03-06,1,East Kootenay,British Columbia,0
2020-03-06,1,Kootenay Boundary,British Columbia,0
2020-03-06,1,Okanagan,British Columbia,0
2020-03-06,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-06,1,Northeast,British Columbia,0
2020-03-06,1,Northern Interior,British Columbia,0
2020-03-06,1,Northwest,British Columbia,0
2020-03-06,1,North Shore/Coast Garibaldi,British Columbia,3
2020-03-06,1,Richmond,British Columbia,0
2020-03-06,1,Vancouver,British Columbia,0
2020-03-06,1,Central Vancouver Island,British Columbia,0
2020-03-06,1,North Vancouver Island,British Columbia,0
2020-03-06,1,South Vancouver Island,British Columbia,0
2020-03-07,1,Fraser East,British Columbia,0
2020-03-07,1,Fraser North,British Columbia,0
2020-03-07,1,Fraser South,British Columbia,0
2020-03-07,1,East Kootenay,British Columbia,0
2020-03-07,1,Kootenay Boundary,British Columbia,0
2020-03-07,1,Okanagan,British Columbia,0
2020-03-07,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-07,1,Northeast,British Columbia,0
2020-03-07,1,Northern Interior,British Columbia,0
2020-03-07,1,Northwest,British Columbia,0
2020-03-07,1,North Shore/Coast Garibaldi,British Columbia,0
2020-03-07,1,Richmond,British Columbia,0
2020-03-07,1,Vancouver,British Columbia,1
2020-03-07,1,Central Vancouver Island,British Columbia,0
2020-03-07,1,North Vancouver Island,British Columbia,0
2020-03-07,1,South Vancouver Island,British Columbia,0
2020-03-08,1,Fraser East,British Columbia,0
2020-03-08,1,Fraser North,British Columbia,1
2020-03-08,1,Fraser South,British Columbia,2
2020-03-08,1,East Kootenay,British Columbia,0
2020-03-08,1,Kootenay Boundary,British Columbia,0
2020-03-08,1,Okanagan,British Columbia,0
2020-03-08,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-08,1,Northeast,British Columbia,0
2020-03-08,1,Northern Interior,British Columbia,0
2020-03-08,1,Northwest,British Columbia,1
2020-03-08,1,North Shore/Coast Garibaldi,British Columbia,0
2020-03-08,1,Richmond,British Columbia,0
2020-03-08,1,Vancouver,British Columbia,0
2020-03-08,1,Central Vancouver Island,British Columbia,0
2020-03-08,1,North Vancouver Island,British Columbia,0
2020-03-08,1,South Vancouver Island,British Columbia,0
2020-03-09,1,Fraser East,British Columbia,0
2020-03-09,1,Fraser North,British Columbia,0
2020-03-09,1,Fraser South,British Columbia,0
2020-03-09,1,East Kootenay,British Columbia,0
2020-03-09,1,Kootenay Boundary,British Columbia,0
2020-03-09,1,Okanagan,British Columbia,0
2020-03-09,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-09,1,Northeast,British Columbia,0
2020-03-09,1,Northern Interior,British Columbia,0
2020-03-09,1,Northwest,British Columbia,1
2020-03-09,1,North Shore/Coast Garibaldi,British Columbia,2
2020-03-09,1,Richmond,British Columbia,0
2020-03-09,1,Vancouver,British Columbia,0
2020-03-09,1,Central Vancouver Island,British Columbia,0
2020-03-09,1,North Vancouver Island,British Columbia,0
2020-03-09,1,South Vancouver Island,British Columbia,0
2020-03-10,1,Fraser East,British Columbia,0
2020-03-10,1,Fraser North,British Columbia,1
2020-03-10,1,Fraser South,British Columbia,4
2020-03-10,1,East Kootenay,British Columbia,0
2020-03-10,1,Kootenay Boundary,British Columbia,0
2020-03-10,1,Okanagan,British Columbia,0
2020-03-10,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-10,1,Northeast,British Columbia,0
2020-03-10,1,Northern Interior,British Columbia,0
2020-03-10,1,Northwest,British Columbia,0
2020-03-10,1,North Shore/Coast Garibaldi,British Columbia,1
2020-03-10,1,Richmond,British Columbia,0
2020-03-10,1,Vancouver,British Columbia,3
2020-03-10,1,Central Vancouver Island,British Columbia,0
2020-03-10,1,North Vancouver Island,British Columbia,0
2020-03-10,1,South Vancouver Island,British Columbia,1
2020-03-11,1,Fraser East,British Columbia,0
2020-03-11,1,Fraser North,British Columbia,3
2020-03-11,1,Fraser South,British Columbia,0
2020-03-11,1,East Kootenay,British Columbia,0
2020-03-11,1,Kootenay Boundary,British Columbia,0
2020-03-11,1,Okanagan,British Columbia,0
2020-03-11,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-11,1,Northeast,British Columbia,0
2020-03-11,1,Northern Interior,British Columbia,0
2020-03-11,1,Northwest,British Columbia,0
2020-03-11,1,North Shore/Coast Garibaldi,British Columbia,9
2020-03-11,1,Richmond,British Columbia,0
2020-03-11,1,Vancouver,British Columbia,4
2020-03-11,1,Central Vancouver Island,British Columbia,0
2020-03-11,1,North Vancouver Island,British Columbia,0
2020-03-11,1,South Vancouver Island,British Columbia,0
2020-03-12,1,Fraser East,British Columbia,0
2020-03-12,1,Fraser North,British Columbia,0
2020-03-12,1,Fraser South,British Columbia,0
2020-03-12,1,East Kootenay,British Columbia,0
2020-03-12,1,Kootenay Boundary,British Columbia,0
2020-03-12,1,Okanagan,British Columbia,0
2020-03-12,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-12,1,Northeast,British Columbia,0
2020-03-12,1,Northern Interior,British Columbia,0
2020-03-12,1,Northwest,British Columbia,0
2020-03-12,1,North Shore/Coast Garibaldi,British Columbia,5
2020-03-12,1,Richmond,British Columbia,1
2020-03-12,1,Vancouver,British Columbia,2
2020-03-12,1,Central Vancouver Island,British Columbia,0
2020-03-12,1,North Vancouver Island,British Columbia,0
2020-03-12,1,South Vancouver Island,British Columbia,0
2020-03-13,1,Fraser East,British Columbia,0
2020-03-13,1,Fraser North,British Columbia,0
2020-03-13,1,Fraser South,British Columbia,1
2020-03-13,1,East Kootenay,British Columbia,0
2020-03-13,1,Kootenay Boundary,British Columbia,0
2020-03-13,1,Okanagan,British Columbia,0
2020-03-13,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-13,1,Northeast,British Columbia,0
2020-03-13,1,Northern Interior,British Columbia,0
2020-03-13,1,Northwest,British Columbia,0
2020-03-13,1,North Shore/Coast Garibaldi,British Columbia,11
2020-03-13,1,Richmond,British Columbia,0
2020-03-13,1,Vancouver,British Columbia,3
2020-03-13,1,Central Vancouver Island,British Columbia,0
2020-03-13,1,North Vancouver Island,British Columbia,1
2020-03-13,1,South Vancouver Island,British Columbia,0
2020-03-14,1,Fraser East,British Columbia,0
2020-03-14,1,Fraser North,British Columbia,1
2020-03-14,1,Fraser South,British Columbia,5
2020-03-14,1,East Kootenay,British Columbia,0
2020-03-14,1,Kootenay Boundary,British Columbia,0
2020-03-14,1,Okanagan,British Columbia,0
2020-03-14,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-14,1,Northeast,British Columbia,0
2020-03-14,1,Northern Interior,British Columbia,1
2020-03-14,1,Northwest,British Columbia,0
2020-03-14,1,North Shore/Coast Garibaldi,British Columbia,9
2020-03-14,1,Richmond,British Columbia,1
2020-03-14,1,Vancouver,British Columbia,8
2020-03-14,1,Central Vancouver Island,British Columbia,0
2020-03-14,1,North Vancouver Island,British Columbia,2
2020-03-14,1,South Vancouver Island,British Columbia,1
2020-03-15,1,Fraser East,British Columbia,0
2020-03-15,1,Fraser North,British Columbia,6
2020-03-15,1,Fraser South,British Columbia,4
2020-03-15,1,East Kootenay,British Columbia,0
2020-03-15,1,Kootenay Boundary,British Columbia,0
2020-03-15,1,Okanagan,British Columbia,2
2020-03-15,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-15,1,Northeast,British Columbia,0
2020-03-15,1,Northern Interior,British Columbia,0
2020-03-15,1,Northwest,British Columbia,0
2020-03-15,1,North Shore/Coast Garibaldi,British Columbia,7
2020-03-15,1,Richmond,British Columbia,3
2020-03-15,1,Vancouver,British Columbia,4
2020-03-15,1,Central Vancouver Island,British Columbia,1
2020-03-15,1,North Vancouver Island,British Columbia,1
2020-03-15,1,South Vancouver Island,British Columbia,1
2020-03-16,1,Fraser East,British Columbia,2
2020-03-16,1,Fraser North,British Columbia,3
2020-03-16,1,Fraser South,British Columbia,7
2020-03-16,1,East Kootenay,British Columbia,0
2020-03-16,1,Kootenay Boundary,British Columbia,0
2020-03-16,1,Okanagan,British Columbia,2
2020-03-16,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-16,1,Northeast,British Columbia,0
2020-03-16,1,Northern Interior,British Columbia,0
2020-03-16,1,Northwest,British Columbia,1
2020-03-16,1,North Shore/Coast Garibaldi,British Columbia,15
2020-03-16,1,Richmond,British Columbia,0
2020-03-16,1,Vancouver,British Columbia,11
2020-03-16,1,Central Vancouver Island,British Columbia,0
2020-03-16,1,North Vancouver Island,British Columbia,1
2020-03-16,1,South Vancouver Island,British Columbia,4
2020-03-17,1,Fraser East,British Columbia,1
2020-03-17,1,Fraser North,British Columbia,16
2020-03-17,1,Fraser South,British Columbia,7
2020-03-17,1,East Kootenay,British Columbia,0
2020-03-17,1,Kootenay Boundary,British Columbia,0
2020-03-17,1,Okanagan,British Columbia,0
2020-03-17,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-17,1,Northeast,British Columbia,0
2020-03-17,1,Northern Interior,British Columbia,0
2020-03-17,1,Northwest,British Columbia,0
2020-03-17,1,North Shore/Coast Garibaldi,British Columbia,14
2020-03-17,1,Richmond,British Columbia,1
2020-03-17,1,Vancouver,British Columbia,9
2020-03-17,1,Central Vancouver Island,British Columbia,0
2020-03-17,1,North Vancouver Island,British Columbia,2
2020-03-17,1,South Vancouver Island,British Columbia,0
2020-03-18,1,Fraser East,British Columbia,0
2020-03-18,1,Fraser North,British Columbia,5
2020-03-18,1,Fraser South,British Columbia,8
2020-03-18,1,East Kootenay,British Columbia,0
2020-03-18,1,Kootenay Boundary,British Columbia,0
2020-03-18,1,Okanagan,British Columbia,1
2020-03-18,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-18,1,Northeast,British Columbia,0
2020-03-18,1,Northern Interior,British Columbia,0
2020-03-18,1,Northwest,British Columbia,0
2020-03-18,1,North Shore/Coast Garibaldi,British Columbia,8
2020-03-18,1,Richmond,British Columbia,4
2020-03-18,1,Vancouver,British Columbia,15
2020-03-18,1,Central Vancouver Island,British Columbia,1
2020-03-18,1,North Vancouver Island,British Columbia,3
2020-03-18,1,South Vancouver Island,British Columbia,3
2020-03-19,1,Fraser East,British Columbia,0
2020-03-19,1,Fraser North,British Columbia,9
2020-03-19,1,Fraser South,British Columbia,5
2020-03-19,1,East Kootenay,British Columbia,1
2020-03-19,1,Kootenay Boundary,British Columbia,0
2020-03-19,1,Okanagan,British Columbia,2
2020-03-19,1,Thompson Cariboo Shuswap,British Columbia,2
2020-03-19,1,Northeast,British Columbia,0
2020-03-19,1,Northern Interior,British Columbia,0
2020-03-19,1,Northwest,British Columbia,0
2020-03-19,1,North Shore/Coast Garibaldi,British Columbia,8
2020-03-19,1,Richmond,British Columbia,2
2020-03-19,1,Vancouver,British Columbia,19
2020-03-19,1,Central Vancouver Island,British Columbia,2
2020-03-19,1,North Vancouver Island,British Columbia,2
2020-03-19,1,South Vancouver Island,British Columbia,4
2020-03-20,1,Fraser East,British Columbia,1
2020-03-20,1,Fraser North,British Columbia,13
2020-03-20,1,Fraser South,British Columbia,9
2020-03-20,1,East Kootenay,British Columbia,1
2020-03-20,1,Kootenay Boundary,British Columbia,2
2020-03-20,1,Okanagan,British Columbia,1
2020-03-20,1,Thompson Cariboo Shuswap,British Columbia,2
2020-03-20,1,Northeast,British Columbia,0
2020-03-20,1,Northern Interior,British Columbia,0
2020-03-20,1,Northwest,British Columbia,0
2020-03-20,1,North Shore/Coast Garibaldi,British Columbia,5
2020-03-20,1,Richmond,British Columbia,3
2020-03-20,1,Vancouver,British Columbia,21
2020-03-20,1,Central Vancouver Island,British Columbia,1
2020-03-20,1,North Vancouver Island,British Columbia,1
2020-03-20,1,South Vancouver Island,British Columbia,3
2020-03-21,1,Fraser East,British Columbia,0
2020-03-21,1,Fraser North,British Columbia,13
2020-03-21,1,Fraser South,British Columbia,20
2020-03-21,1,East Kootenay,British Columbia,1
2020-03-21,1,Kootenay Boundary,British Columbia,0
2020-03-21,1,Okanagan,British Columbia,2
2020-03-21,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-21,1,Northeast,British Columbia,0
2020-03-21,1,Northern Interior,British Columbia,1
2020-03-21,1,Northwest,British Columbia,0
2020-03-21,1,North Shore/Coast Garibaldi,British Columbia,6
2020-03-21,1,Richmond,British Columbia,3
2020-03-21,1,Vancouver,British Columbia,25
2020-03-21,1,Central Vancouver Island,British Columbia,1
2020-03-21,1,North Vancouver Island,British Columbia,0
2020-03-21,1,South Vancouver Island,British Columbia,1
2020-03-22,1,Fraser East,British Columbia,1
2020-03-22,1,Fraser North,British Columbia,6
2020-03-22,1,Fraser South,British Columbia,10
2020-03-22,1,East Kootenay,British Columbia,1
2020-03-22,1,Kootenay Boundary,British Columbia,0
2020-03-22,1,Okanagan,British Columbia,4
2020-03-22,1,Thompson Cariboo Shuswap,British Columbia,4
2020-03-22,1,Northeast,British Columbia,0
2020-03-22,1,Northern Interior,British Columbia,0
2020-03-22,1,Northwest,British Columbia,0
2020-03-22,1,North Shore/Coast Garibaldi,British Columbia,3
2020-03-22,1,Richmond,British Columbia,1
2020-03-22,1,Vancouver,British Columbia,17
2020-03-22,1,Central Vancouver Island,British Columbia,1
2020-03-22,1,North Vancouver Island,British Columbia,0
2020-03-22,1,South Vancouver Island,British Columbia,4
2020-03-23,1,Fraser East,British Columbia,0
2020-03-23,1,Fraser North,British Columbia,10
2020-03-23,1,Fraser South,British Columbia,12
2020-03-23,1,East Kootenay,British Columbia,1
2020-03-23,1,Kootenay Boundary,British Columbia,0
2020-03-23,1,Okanagan,British Columbia,3
2020-03-23,1,Thompson Cariboo Shuswap,British Columbia,0
2020-03-23,1,Northeast,British Columbia,0
2020-03-23,1,Northern Interior,British Columbia,1
2020-03-23,1,Northwest,British Columbia,0
2020-03-23,1,North Shore/Coast Garibaldi,British Columbia,6
2020-03-23,1,Richmond,British Columbia,5
2020-03-23,1,Vancouver,British Columbia,15
2020-03-23,1,Central Vancouver Island,British Columbia,0
2020-03-23,1,North Vancouver Island,British Columbia,0
2020-03-23,1,South Vancouver Island,British Columbia,1
2020-03-24,1,Fraser East,British Columbia,0
2020-03-24,1,Fraser North,British Columbia,4
2020-03-24,1,Fraser South,British Columbia,13
2020-03-24,1,East Kootenay,British Columbia,1
2020-03-24,1,Kootenay Boundary,British Columbia,2
2020-03-24,1,Okanagan,British Columbia,5
2020-03-24,1,Thompson Cariboo Shuswap,British Columbia,9
2020-03-24,1,Northeast,British Columbia,0
2020-03-24,1,Northern Interior,British Columbia,0
2020-03-24,1,Northwest,British Columbia,2
2020-03-24,1,North Shore/Coast Garibaldi,British Columbia,7
2020-03-24,1,Richmond,British Columbia,1
2020-03-24,1,Vancouver,British Columbia,15
2020-03-24,1,Central Vancouver Island,British Columbia,0
2020-03-24,1,North Vancouver Island,British Columbia,0
2020-03-24,1,South Vancouver Island,British Columbia,3
2020-03-25,1,Fraser East,British Columbia,1
2020-03-25,1,Fraser North,British Columbia,6
2020-03-25,1,Fraser South,British Columbia,16
2020-03-25,1,East Kootenay,British Columbia,0
2020-03-25,1,Kootenay Boundary,British Columbia,1
2020-03-25,1,Okanagan,British Columbia,3
2020-03-25,1,Thompson Cariboo Shuswap,British Columbia,3
2020-03-25,1,Northeast,British Columbia,0
2020-03-25,1,Northern Interior,British Columbia,0
2020-03-25,1,Northwest,British Columbia,1
2020-03-25,1,North Shore/Coast Garibaldi,British Columbia,7
2020-03-25,1,Richmond,British Columbia,7
2020-03-25,1,Vancouver,British Columbia,31
2020-03-25,1,Central Vancouver Island,British Columbia,0
2020-03-25,1,North Vancouver Island,British Columbia,3
2020-03-25,1,South Vancouver Island,British Columbia,2
2020-03-26,1,Fraser East,British Columbia,2
2020-03-26,1,Fraser North,British Columbia,11
2020-03-26,1,Fraser South,British Columbia,20
2020-03-26,1,East Kootenay,British Columbia,0
2020-03-26,1,Kootenay Boundary,British Columbia,1
2020-03-26,1,Okanagan,British Columbia,3
2020-03-26,1,Thompson Cariboo Shuswap,British Columbia,6
2020-03-26,1,Northeast,British Columbia,1
2020-03-26,1,Northern Interior,British Columbia,0
2020-03-26,1,Northwest,British Columbia,1
2020-03-26,1,North Shore/Coast Garibaldi,British Columbia,4
2020-03-26,1,Richmond,British Columbia,3
2020-03-26,1,Vancouver,British Columbia,11
2020-03-26,1,Central Vancouver Island,British Columbia,1
2020-03-26,1,North Vancouver Island,British Columbia,2
2020-03-26,1,South Vancouver Island,British Columbia,2
2020-03-27,1,Fraser East,British Columbia,4
2020-03-27,1,Fraser North,British Columbia,14
2020-03-27,1,Fraser South,British Columbia,9
2020-03-27,1,East Kootenay,British Columbia,0
