province,HRUID2018,HR,pruid,wave,incidence,VIs,PROV_vaxx_AL1D,EIs,LIs,PHU_population,is_cma,is_ca,is_miz_strong,is_miz_moderate,is_miz_weak,is_miz_none,LTCHs,PROV_population,PHU_pop_density,group_0_to_4,group_5_to_19,group_20_to_49,group_50_to_64,group_65_plus,interaction_children_school_closures,interaction_popdensity_cma,interaction_popdensity_ca,interaction_popdensity_strong,interaction_popdensity_moderate,interaction_popdensity_weak,interaction_popdensity_none,interaction_lockdown_0_to_4,interaction_lockdown_5_to_19,interaction_lockdown_20_to_49,interaction_lockdown_50_to_64,interaction_lockdown_65_plus,previous_wave_incidence,interaction_vaccination_0_to_4,interaction_vaccination_5_to_19,interaction_vaccination_20_to_49,interaction_vaccination_50_to_64,interaction_vaccination_65_plus,log_previous_wave_incidence
Ontario,3543,Leeds Grenville and Lanark,35,4,710,2,23131498,2,2,169205,1,6,10,5,0,0,35,13819525,23.9810918830058,7405,26395,53455,43480,38470,52790,23.9810918830058,143.886551298035,239.810918830058,119.905459415029,0,0,14810,52790,106910,86960,76940,909,12394.6910396703,44180.6711670626,89474.4374781333,72778.0103180102,64392.1356240537,6.81234509417748
Ontario,3544,Middlesex-London,35,4,3267,2,23131498,2,2,455330,5,0,5,1,0,0,51,13819525,129.244033576924,24160,77910,180785,95770,76705,155820,646.220167884618,0,646.220167884618,129.244033576924,0,0,48320,155820,361570,191540,153410,6558,40439.6671868244,130407.883713803,302602.865578231,160302.439010024,128390.921836315,8.78844095740459
Ontario,3546,Niagara,35,4,3462,2,23131498,2,2,447940,11,0,1,0,0,0,64,13819525,225.278278883608,20785,71710,156555,103035,95855,143420,2478.06106771969,0,225.278278883608,0,0,0,41570,143420,313110,206070,191710,7800,34790.5001025723,120030.154551622,262046.030481511,172462.794229903,160444.714329183,8.96187901267768
Ontario,3547,North Bay Parry Sound,35,4,375,2,23131498,2,2,123745,0,8,3,22,4,0,16,13819525,6.32308852918847,5485,18525,40475,31515,27745,37050,0,50.5847082335078,18.9692655875654,139.107947642146,25.2923541167539,0,10970,37050,80950,63030,55490,375,9180.94265396242,31007.6504402286,67748.1593289205,52750.6668622836,46440.3380007634,5.92692602597041
Ontario,3549,Northwestern,35,4,278,2,23131498,2,2,87990,0,1,4,3,25,0,10,13819525,0.156770117116966,5275,16495,30155,21020,15045,32990,0,0.156770117116966,0.627080468467866,0.470310351350899,3.91925292792416,0,10550,32990,60310,42040,30090,663,8829.43892427562,27609.7810532562,50474.2617557405,35183.8495143646,25182.731491133,6.49677499018586
Ontario,3551,Ottawa,35,4,6533,2,23131498,2,2,934225,1,0,0,0,0,0,111,13819525,312.917225006138,48870,164000,382255,194965,144135,328000,312.917225006138,0,0,0,0,0,97740,328000,764510,389930,288270,13286,81799.9393799715,274507.67461255,639828.848530612,326337.736468511,241257.095611463,9.49446612822519
Ontario,3553,Peel,35,4,9466,2,23131498,2,2,1442900,4,0,0,0,0,0,70,13819525,897.369797404117,79365,287345,599615,291565,185010,574690,3589.47918961647,0,0,0,0,0,158730,574690,1199230,583130,370020,49765,132843.302412348,480965.900985019,1003651.94702929,488029.45212444,309674.785854072,10.8150672046802
Ontario,3555,Peterborough,35,4,547,2,23131498,2,2,213660,7,1,3,1,0,0,35,13819525,27.2209440577488,9750,31365,69460,52465,50620,62730,190.546608404241,27.2209440577488,81.6628321732462,27.2209440577488,0,0,19500,62730,138920,104930,101240,1012,16319.8160211729,52499.5927696502,116264.04316212,87817.3484667527,84729.1371273615,6.91968384984741
Ontario,3556,Porcupine,35,4,240,2,23131498,2,2,103080,0,1,1,8,7,0,16,13819525,0.16383822063566,5740,17720,35650,25725,18245,35440,0,0.16383822063566,0.16383822063566,1.31070576508528,1.14686754444962,0,11480,35440,71300,51450,36490,1792,9607.76861143925,29660.2194764292,59671.9426825452,43059.2068866332,30538.9788006462,7.49108759353488
Ontario,3557,Renfrew,35,4,257,2,23131498,2,2,103585,0,5,5,10,0,0,19,13819525,6.11766023054743,5680,16295,35795,24125,21690,32590,0,30.5883011527372,30.5883011527372,61.1766023054743,0,0,11360,32590,71590,48250,43380,429,9507.33897438588,27275.0155964116,59914.6476387575,40381.0832318766,36305.313794794,6.06145691892802
Ontario,3558,Eastern,35,4,1613,2,23131498,2,2,202780,2,3,8,2,0,0,50,13819525,36.4095322985024,10585,33450,68520,50065,40160,66900,72.8190645970048,109.228596895507,291.276258388019,72.8190645970048,0,0,21170,66900,137040,100130,80320,1978,17717.461803499,55989.5226572549,114690.645514951,83800.1629846178,67220.9037343903,7.58984151218266
Ontario,3560,Simcoe Muskoka,35,4,5180,2,23131498,2,2,547245,5,6,8,7,2,0,81,13819525,51.9708916691631,26940,92800,196340,127175,103990,185600,259.854458345815,311.825350014978,415.767133353304,363.796241684141,103.941783338326,0,53880,185600,392680,254350,207980,6056,45092.907036964,155331.171975882,328639.248984318,212868.984871043,174061.299286336,8.70880479511729
Ontario,3561,Sudbury,35,4,2332,2,23131498,2,2,196320,4,0,4,7,9,0,22,13819525,3.79344195982096,9755,31525,70945,46510,37585,63050,15.1737678392838,0,15.1737678392838,26.5540937187467,34.1409776383886,0,19510,63050,141890,93020,75170,1565,16328.1851575941,52767.4051351259,118749.676679191,77849.7069892055,62910.7984775164,7.35564110297425
Ontario,3562,Thunder Bay,35,4,476,2,23131498,2,2,151200,8,0,2,3,6,0,18,13819525,1.25942189528218,7705,24570,54515,35795,28615,49140,10.0753751622575,0,2.51884379056436,3.77826568584655,7.55653137169309,0,15410,49140,109030,71590,57230,1919,12896.8392249372,41125.9363733558,91248.6943994095,59914.6476387575,47896.5677380373,7.5595594960077
Ontario,3563,Timiskaming,35,4,284,2,23131498,2,2,33185,0,0,1,7,8,0,7,13819525,1.96250437035196,1665,5250,10715,8295,7260,10500,0,0,1.96250437035196,13.7375305924638,15.7000349628157,0,3330,10500,21430,16590,14520,117,2786.92242823107,8787.59324217005,17935.059350448,13884.3973226287,12151.986083458,4.76217393479776
Ontario,3565,Waterloo,35,4,3850,2,23131498,2,2,535160,6,0,1,0,0,0,56,13819525,367.556215866009,30400,98605,222070,106900,77185,197210,2205.33729519605,0,367.556215866009,0,0,0,60800,197210,444140,213800,154370,7736,50884.3494403751,165047.739360796,371706.825007372,178932.136683424,129194.358932742,8.95364003713313
Ontario,3566,Wellington Dufferin Guelph,35,4,2002,2,23131498,2,2,297000,5,1,7,4,0,0,39,13819525,55.8522175388154,16795,54885,113905,63670,47745,109770,279.261087694077,55.8522175388154,390.965522771708,223.408870155261,0,0,33590,109770,227810,127340,95490,3636,28111.929238523,91868.010494572,190657.296809406,106572.58318647,79916.8836852207,8.19863945529737
Ontario,3568,Windsor-Essex,35,4,6466,2,23131498,2,2,399010,5,2,1,0,0,0,48,13819525,200.392598548077,20175,71810,149235,87310,70480,143620,1001.96299274039,400.785197096155,200.392598548077,0,0,0,40350,143620,298470,174620,140960,4031,33769.4654591963,120197.537280044,249793.614760999,146141.860185498,117971.346992028,8.30176976311717
Ontario,3570,York,35,4,8175,2,23131498,2,2,1109930,10,0,0,0,0,0,63,13819525,506.578699579387,57225,213260,438820,238695,161930,426520,5065.78699579387,0,0,0,0,0,114450,426520,877640,477390,323860,24426,95784.7663396535,356960.406633368,734508.888862678,399534.203607577,271042.852134209,10.103403417731
Ontario,3575,Southwestern,35,4,1998,2,23131498,2,2,199890,3,3,10,0,0,0,33,13819525,48.0109110167168,11580,37165,70515,43785,36845,74330,144.03273305015,144.03273305015,480.109110167168,0,0,0,23160,74330,141030,87570,73690,1462,19382.9199513008,62207.7910181428,118029.930946975,73288.5276396982,61672.1662871915,7.28756064030972
Ontario,3595,Toronto,35,4,18554,2,23131498,2,2,2731560,1,0,0,0,0,0,206,13819525,4107.56319868383,136000,407655,1221900,539075,426930,815310,4107.56319868383,0,0,0,0,0,272000,815310,2443800,1078150,853860,72740,227640.51065431,682344.061549873,2045249.55859192,902318.443242442,714607.082453268,11.194646718541
Manitoba,4601,Winnipeg,46,4,3875,2,2106292,2,2,720885,3,0,0,0,1,0,2,1292920,1100.99722608453,39885,125800,298005,144270,112925,251600,3302.9916782536,0,0,0,1100.99722608453,0,79770,251600,596010,288540,225850,16099,64976.5309686601,204940.393527829,485479.029994122,235029.813785849,183965.77058132,9.68651243724229
Manitoba,4602,Prairie Mountain,46,4,1643,2,2106292,2,2,174440,0,5,1,23,37,0,1,1292920,1.16915547737125,11345,32620,61210,35505,33760,65240,0,5.84577738685624,1.16915547737125,26.8905759795387,43.2587526627362,0,22690,65240,122420,71010,67520,1933,18482.1046468459,53141.1417875816,99717.02295579,57841.0864245274,54998.3122853696,7.56682847920833
Manitoba,4603,Interlake-Eastern,46,4,1235,2,2106292,2,2,130615,4,0,10,14,12,0,1,1292920,1.11186823985243,7540,24240,43100,31590,24145,48480,4.44747295940974,0,11.1186823985243,15.5661553579341,13.3424188782292,0,15080,48480,86200,63180,48290,1597,12283.3908362466,39489.3095319123,70214.0775918077,51463.1719518609,39334.5453237633,7.37588214821501
Manitoba,4604,Northern,46,4,1878,2,2106292,2,2,72080,0,1,1,2,19,0,0,1292920,0.170174810370316,7610,20225,28000,11010,5235,40450,0,0.170174810370316,0.170174810370316,0.340349620740631,3.233321397036,0,15220,40450,56000,22020,10470,3183,12397.4276211985,32948.4853664573,45614.7139807567,17936.3571760047,8528.32241747363,8.06557942728209
Manitoba,4605,Southern Health,46,4,4950,2,2106292,2,2,194900,5,5,9,20,5,0,1,1292920,5.88039427679946,15590,44880,72195,35845,26390,89760,29.4019713839973,29.4019713839973,52.9235484911952,117.607885535989,29.4019713839973,0,31180,89760,144390,71690,52780,2805,25397.6211057142,73113.8701234415,117612.652708598,58394.9793800081,42991.8679268632,7.9391588179568
Saskatchewan,1,Far North Central,47,4,150,2,1730790,2,2,3670,0,0,0,1,3,0,2,1099965,0.0120068035039494,285,975,1395,625,390,1950,0,0,0,0.0120068035039494,0.0360204105118483,0,570,1950,2790,1250,780,38,448.446223288923,1534.15813230421,2195.02625083525,983.434700195006,613.663252921684,3.63758615972639
